employee_id,job_title,department,location,salary,hire_date,termination_date,is_active,absence_days,sick_days,vacation_days_taken,bank_hours,overtime_hours,tardiness_count,gender,marital_status,number_of_dependents,education_level,performance_rating,bonus_percentage,shift,contract_type,cost_center,compliance_status,health_plan,email,tenure_years,probation_completed,manager_id,last_promotion_date,last_training_date
EMP_22255,Diretor de Operações,Marketing,Curitiba,5731.9,2012-08-24,,True,3,1,22,160,44,3,Male,Widowed,1,Bachelors,4,3.02,Afternoon,Temporary,CC002,Compliant,Standard,emp_22255@company.com,12.86,True,EMP_00677,,2025-05-03
EMP_22256,Analista Financeiro,Recursos Humanos,Salvador,6188.85,2015-04-07,,True,7,2,16,-4,24,2,Female,Married,0,High School,1,3.66,Morning,Permanent,CC021,Compliant,Standard,emp_22256@company.com,10.24,True,EMP_00355,2017-04-18,2024-10-07
EMP_22257,Gerente de RH,Vendas,Porto Alegre,4770.52,2016-03-01,,True,2,4,13,72,91,7,Male,Widowed,1,Bachelors,5,19.18,Morning,Permanent,CC001,Compliant,Basic,emp_22257@company.com,9.34,True,EMP_00224,2017-09-04,2025-01-18
EMP_22258,Engenheiro de Dados,Vendas,Rio de Janeiro,8547.89,2022-07-06,,True,5,2,14,9,7,4,Male,Married,0,Masters,1,11.52,Morning,Permanent,CC036,Compliant,Standard,emp_22258@company.com,2.99,True,EMP_00212,,2024-12-12
EMP_22259,Coordenador de TI,Jurídico,Rio de Janeiro,3009.72,2012-01-14,,True,4,2,29,-40,24,2,Male,Single,0,High School,2,4.29,Morning,Permanent,CC035,Compliant,Basic,emp_22259@company.com,13.47,True,EMP_00544,,
EMP_22260,Gerente de RH,TI,Rio de Janeiro,3723.48,2014-11-30,,True,1,3,11,90,45,2,Male,Married,0,High School,1,11.44,Night,Contractor,CC038,Compliant,Standard,emp_22260@company.com,10.59,True,EMP_00278,2019-03-20,2024-01-09
EMP_22261,Consultor de BI,TI,São Paulo,6973.27,2015-05-21,,True,2,2,7,-22,79,5,Male,Single,1,Bachelors,3,11.06,Morning,Permanent,CC005,Compliant,Basic,emp_22261@company.com,10.12,True,EMP_00525,2023-02-09,2025-01-04
EMP_22262,Estagiário,Operações,São Paulo,3676.71,2021-09-01,,True,1,2,15,154,15,7,Female,Widowed,1,Bachelors,3,15.12,Morning,Permanent,CC047,Compliant,Basic,emp_22262@company.com,3.83,True,EMP_00328,2024-08-29,2024-08-08
EMP_22263,Analista Financeiro,Operações,Rio de Janeiro,3599.36,2012-03-07,2021-11-12,False,1,3,11,79,15,3,Female,Widowed,0,Bachelors,5,10.62,Afternoon,Temporary,CC024,Compliant,Basic,emp_22263@company.com,13.32,True,EMP_00220,,2025-02-06
EMP_22264,Desenvolvedor Python,Operações,Fortaleza,6246.71,2013-06-09,,True,4,2,13,17,68,5,Male,Divorced,0,High School,5,16.31,Morning,Permanent,CC049,Compliant,Basic,emp_22264@company.com,12.07,True,EMP_00958,,2024-03-16
EMP_22265,Analista Financeiro,TI,Salvador,3892.95,2015-01-11,,True,3,3,11,-20,44,5,Male,Widowed,1,Masters,1,16.15,Morning,Permanent,CC032,Compliant,Basic,emp_22265@company.com,10.47,True,EMP_00048,,
EMP_22266,Analista Financeiro,Marketing,Fortaleza,5733.83,2022-05-26,,True,0,6,13,100,34,4,Female,Single,1,Bachelors,5,6.73,Afternoon,Permanent,CC008,Compliant,Basic,emp_22266@company.com,3.1,True,EMP_00974,,2024-09-02
EMP_22267,Diretor de Operações,Operações,Curitiba,4600.29,2018-03-12,,True,1,3,21,-15,36,3,Female,Married,0,Bachelors,3,19.92,Afternoon,Permanent,CC039,Compliant,Basic,emp_22267@company.com,7.31,True,EMP_00141,,2024-05-09
EMP_22268,Engenheiro de Dados,Marketing,São Paulo,4276.67,2021-10-26,2023-08-10,False,4,4,17,41,83,9,Male,Divorced,0,High School,2,13.02,Afternoon,Permanent,CC039,Compliant,Standard,emp_22268@company.com,3.68,True,EMP_00446,2025-06-06,
EMP_22269,Desenvolvedor Python,Jurídico,Curitiba,1795.39,2011-05-22,,True,0,3,13,-90,49,6,Female,Single,2,PhD,3,12.33,Morning,Permanent,CC029,Compliant,Basic,emp_22269@company.com,14.12,True,EMP_00073,2021-06-08,2023-11-27
EMP_22270,Analista de Dados,Vendas,Porto Alegre,6279.13,2023-12-03,,True,3,1,22,128,45,9,Female,Married,0,High School,2,6.25,Afternoon,Permanent,CC002,Compliant,Standard,emp_22270@company.com,1.58,True,EMP_00421,2025-06-01,2023-09-17
EMP_22271,Coordenador de TI,Marketing,Fortaleza,3505.62,2020-06-18,,True,5,7,16,135,5,6,Female,Married,4,High School,1,17.64,Afternoon,Permanent,CC028,Non-Compliant,Standard,emp_22271@company.com,5.04,True,EMP_00916,,
EMP_22272,Consultor de BI,Recursos Humanos,Porto Alegre,5663.52,2017-11-30,2022-09-06,False,2,3,19,144,56,7,Female,Widowed,1,Bachelors,2,15.18,Morning,Permanent,CC028,Compliant,Standard,emp_22272@company.com,7.59,True,EMP_00668,,2024-06-01
EMP_22273,Diretor de Operações,Operações,Porto Alegre,4975.79,2022-03-12,2022-12-22,False,2,3,14,190,34,4,Female,Single,0,Masters,3,5.97,Morning,Temporary,CC050,Compliant,Standard,emp_22273@company.com,3.3,True,EMP_00885,2024-03-21,2023-08-28
EMP_22274,Analista de Dados,Operações,São Paulo,5586.98,2019-11-23,,True,0,3,18,39,54,6,Male,Widowed,0,High School,4,8.17,Afternoon,Permanent,CC042,Compliant,Basic,emp_22274@company.com,5.61,True,EMP_00674,,2024-07-01
EMP_22275,Analista de Dados,Marketing,Salvador,5700.65,2012-01-16,,True,0,4,18,-2,39,3,Female,Single,2,Masters,2,2.35,Morning,Contractor,CC016,Compliant,Premium,emp_22275@company.com,13.46,True,EMP_00572,2018-10-06,2024-07-04
EMP_22276,Analista Financeiro,Operações,Porto Alegre,6387.26,2011-09-07,,True,0,6,12,-70,11,5,Female,Widowed,3,Bachelors,1,0.16,Morning,Permanent,CC014,Compliant,Basic,emp_22276@company.com,13.82,True,EMP_00604,2022-06-26,2024-11-09
EMP_22277,Engenheiro de Dados,Recursos Humanos,Rio de Janeiro,4544.48,2020-10-01,2023-05-06,False,2,3,14,88,22,3,Male,Married,1,Bachelors,4,3.24,Afternoon,Permanent,CC005,Compliant,Standard,emp_22277@company.com,4.75,True,EMP_00651,,2024-08-06
EMP_22278,Estagiário,Vendas,Porto Alegre,8485.39,2021-07-21,,True,2,1,13,-15,31,6,Female,Married,1,Bachelors,5,7.67,Morning,Permanent,CC038,Compliant,Basic,emp_22278@company.com,3.95,True,EMP_00812,2023-04-08,
EMP_22279,Desenvolvedor Python,Marketing,Salvador,2305.2,2018-04-05,,True,4,0,22,87,92,3,Female,Divorced,1,Bachelors,3,9.09,Morning,Permanent,CC049,Non-Compliant,Standard,emp_22279@company.com,7.24,True,EMP_00801,2022-06-29,2023-08-13
EMP_22280,Coordenador de TI,Vendas,Curitiba,5546.82,2013-07-31,,True,2,1,15,-73,30,6,Male,Divorced,1,High School,4,7.75,Afternoon,Temporary,CC050,Compliant,Basic,emp_22280@company.com,11.92,True,EMP_00377,,
EMP_22281,Consultor de BI,Vendas,Rio de Janeiro,7672.46,2021-08-16,,True,1,2,26,21,4,4,Female,Widowed,1,Masters,2,9.12,Night,Permanent,CC038,Compliant,Standard,emp_22281@company.com,3.87,True,EMP_00396,2023-10-21,
EMP_22282,Consultor de BI,Recursos Humanos,Curitiba,6953.55,2012-07-12,2019-03-27,False,1,1,17,109,79,2,Male,Widowed,0,Masters,3,0.0,Morning,Permanent,CC004,Compliant,Premium,emp_22282@company.com,12.98,True,EMP_00730,2017-02-13,2024-01-26
EMP_22283,Diretor de Operações,Recursos Humanos,Belo Horizonte,4050.33,2011-04-05,,True,3,2,17,147,4,9,Male,Divorced,1,Masters,1,7.51,Afternoon,Permanent,CC047,Compliant,Basic,emp_22283@company.com,14.25,True,EMP_00850,2017-05-24,
EMP_22284,Estagiário,Jurídico,Salvador,4383.51,2017-07-14,,True,2,3,20,8,42,10,Male,Married,0,Bachelors,1,6.32,Morning,Permanent,CC036,Compliant,Basic,emp_22284@company.com,7.97,True,EMP_00159,,2023-10-28
EMP_22285,Consultor de BI,Operações,Fortaleza,3986.41,2013-01-12,,True,1,3,18,-81,93,3,Male,Widowed,1,Bachelors,4,1.85,Morning,Temporary,CC044,Compliant,Basic,emp_22285@company.com,12.47,True,EMP_00138,2014-12-13,
EMP_22286,Engenheiro de Dados,Vendas,Curitiba,7198.46,2011-09-06,,True,1,4,13,-55,56,2,Female,Single,1,Bachelors,2,14.06,Afternoon,Permanent,CC042,Non-Compliant,Standard,emp_22286@company.com,13.82,True,EMP_00343,,2025-05-14
EMP_22287,Desenvolvedor Python,TI,Porto Alegre,4520.15,2020-04-16,,True,1,6,14,-16,63,6,Female,Married,1,Bachelors,4,15.8,Morning,Permanent,CC028,Compliant,Basic,emp_22287@company.com,5.21,True,EMP_00877,2022-11-30,
EMP_22288,Analista Financeiro,Marketing,Fortaleza,6510.25,2018-07-17,,True,4,6,13,-43,56,3,Male,Widowed,1,Bachelors,4,16.17,Morning,Temporary,CC043,Compliant,Basic,emp_22288@company.com,6.96,True,EMP_00263,2020-11-09,2023-12-29
EMP_22289,Auxiliar Administrativo,Vendas,Curitiba,6528.6,2019-10-26,,True,0,1,16,94,32,7,Female,Widowed,0,Bachelors,2,7.16,Morning,Permanent,CC031,Compliant,Basic,emp_22289@company.com,5.68,True,EMP_00403,,2025-04-19
EMP_22290,Engenheiro de Dados,Financeiro,Belo Horizonte,10736.79,2011-04-11,,True,3,5,17,9,71,6,Female,Divorced,1,Bachelors,4,13.58,Morning,Permanent,CC018,Compliant,Basic,emp_22290@company.com,14.23,True,EMP_00869,,
EMP_22291,Estagiário,Operações,Porto Alegre,6626.5,2019-05-06,,True,2,5,12,158,68,4,Female,Married,0,Bachelors,1,1.23,Afternoon,Permanent,CC024,Compliant,Basic,emp_22291@company.com,6.16,True,EMP_00642,,
EMP_22292,Consultor de BI,Financeiro,Fortaleza,4377.71,2018-04-27,,True,1,0,12,-69,91,8,Female,Single,0,Bachelors,2,19.79,Morning,Permanent,CC008,Compliant,Standard,emp_22292@company.com,7.18,True,EMP_00343,,2024-02-14
EMP_22293,Desenvolvedor Python,TI,Salvador,3079.7,2016-09-02,,True,0,7,18,80,18,3,Female,Divorced,1,Bachelors,5,21.59,Morning,Permanent,CC025,Compliant,Basic,emp_22293@company.com,8.83,True,EMP_00934,,2025-01-16
EMP_22294,Gerente de RH,Vendas,Curitiba,5448.29,2013-09-13,,True,1,3,12,-88,12,4,Male,Married,2,Bachelors,4,14.57,Night,Contractor,CC010,Compliant,Basic,emp_22294@company.com,11.8,True,EMP_00832,,2024-01-28
EMP_22295,Diretor de Operações,Operações,Fortaleza,5761.83,2022-09-25,2023-12-23,False,2,2,11,-15,93,10,Female,Widowed,0,Bachelors,1,7.13,Afternoon,Permanent,CC044,Compliant,Basic,emp_22295@company.com,2.76,True,EMP_00788,,2024-12-02
EMP_22296,Engenheiro de Dados,Operações,Salvador,1578.6,2015-11-19,,True,1,3,19,162,83,4,Male,Married,4,Bachelors,2,12.09,Afternoon,Permanent,CC013,Compliant,Standard,emp_22296@company.com,9.62,True,EMP_00854,2022-03-03,2025-05-14
EMP_22297,Analista Financeiro,Operações,Salvador,4572.29,2011-06-24,,True,4,4,17,105,23,7,Male,Widowed,2,Bachelors,3,0.0,Morning,Permanent,CC016,Compliant,Premium,emp_22297@company.com,14.03,True,EMP_00709,,
EMP_22298,Consultor de BI,Marketing,Rio de Janeiro,6594.71,2014-05-29,,True,4,8,20,129,73,7,Female,Widowed,1,High School,1,13.64,Morning,Contractor,CC042,Compliant,Standard,emp_22298@company.com,11.1,True,EMP_00528,2015-06-24,2024-12-20
EMP_22299,Diretor de Operações,Recursos Humanos,Salvador,4935.29,2021-03-25,2021-12-26,False,1,1,9,167,37,4,Female,Divorced,0,Masters,2,12.48,Morning,Permanent,CC027,Compliant,Basic,emp_22299@company.com,4.27,True,EMP_00691,2023-06-20,2023-11-22
EMP_22300,Estagiário,Recursos Humanos,Rio de Janeiro,7937.25,2017-01-23,2023-10-06,False,3,2,19,-72,77,6,Female,Single,0,Masters,3,15.93,Morning,Permanent,CC037,Non-Compliant,Basic,emp_22300@company.com,8.44,True,EMP_00842,2022-09-02,2024-03-24
EMP_22301,Analista de Dados,TI,Porto Alegre,2883.29,2014-05-23,,True,5,4,10,142,11,6,Female,Single,1,Bachelors,4,12.58,Afternoon,Permanent,CC026,Compliant,Basic,emp_22301@company.com,11.11,True,EMP_00308,,
EMP_22302,Desenvolvedor Python,TI,Fortaleza,7353.77,2023-08-14,,True,2,4,10,-64,18,5,Female,Widowed,1,Bachelors,5,7.47,Afternoon,Permanent,CC034,Compliant,Basic,emp_22302@company.com,1.88,True,EMP_00794,,2024-01-28
EMP_22303,Desenvolvedor Python,Jurídico,Curitiba,7827.78,2015-06-10,,True,4,1,10,70,42,5,Male,Widowed,1,Bachelors,5,10.59,Morning,Permanent,CC024,Compliant,Basic,emp_22303@company.com,10.06,True,EMP_00416,2016-07-30,
EMP_22304,Desenvolvedor Python,TI,Fortaleza,7912.99,2018-11-24,,True,3,1,19,138,76,7,Male,Widowed,1,Bachelors,1,7.53,Morning,Permanent,CC023,Compliant,Premium,emp_22304@company.com,6.6,True,EMP_00257,2025-04-26,2024-04-20
EMP_22305,Analista Financeiro,Marketing,Rio de Janeiro,2868.29,2018-07-12,,True,3,4,12,-87,55,2,Female,Married,1,Masters,2,9.52,Morning,Temporary,CC019,Non-Compliant,Standard,emp_22305@company.com,6.97,True,EMP_00841,2021-02-01,2024-09-19
EMP_22306,Engenheiro de Dados,Marketing,Belo Horizonte,6629.11,2017-12-14,,True,1,2,14,-59,17,6,Female,Married,2,Bachelors,2,11.37,Morning,Permanent,CC033,Compliant,Basic,emp_22306@company.com,7.55,True,EMP_00255,2025-02-11,2025-04-28
EMP_22307,Analista Financeiro,TI,Curitiba,4662.49,2011-07-14,,True,2,0,14,19,56,3,Female,Married,1,Masters,5,14.39,Morning,Temporary,CC016,Compliant,Basic,emp_22307@company.com,13.97,True,EMP_00213,,2024-02-16
EMP_22308,Gerente de RH,Jurídico,Salvador,3187.72,2023-04-03,,True,3,3,15,4,11,7,Female,Divorced,0,Bachelors,1,13.86,Afternoon,Permanent,CC035,Compliant,Standard,emp_22308@company.com,2.24,True,EMP_00489,2024-07-03,
EMP_22309,Desenvolvedor Python,Marketing,Porto Alegre,5172.26,2018-05-09,,True,2,5,23,121,61,2,Female,Single,1,Bachelors,2,8.27,Night,Permanent,CC050,Compliant,Basic,emp_22309@company.com,7.15,True,EMP_00820,,
EMP_22310,Desenvolvedor Python,Financeiro,São Paulo,4190.04,2017-10-14,,True,0,3,14,56,84,7,Male,Divorced,0,Masters,2,14.45,Morning,Permanent,CC003,Compliant,Basic,emp_22310@company.com,7.72,True,EMP_00122,,
EMP_22311,Analista Financeiro,TI,Belo Horizonte,7841.5,2019-09-21,,True,3,2,13,-38,19,3,Female,Married,0,PhD,1,23.07,Morning,Permanent,CC028,Compliant,Basic,emp_22311@company.com,5.78,True,EMP_00122,2023-12-23,2023-11-25
EMP_22312,Gerente de RH,Financeiro,Rio de Janeiro,7026.13,2017-05-04,,True,1,3,16,23,15,1,Male,Widowed,0,High School,3,2.61,Morning,Permanent,CC048,Compliant,Standard,emp_22312@company.com,8.16,True,EMP_00466,,2024-11-15
EMP_22313,Desenvolvedor Python,TI,Belo Horizonte,3695.11,2014-10-03,2014-12-14,False,1,4,14,20,49,5,Female,Divorced,1,Bachelors,1,9.64,Morning,Permanent,CC011,Compliant,Standard,emp_22313@company.com,10.75,True,EMP_00710,2025-05-10,2024-01-14
EMP_22314,Analista de Dados,Recursos Humanos,Rio de Janeiro,4551.56,2023-03-02,,True,4,4,14,175,16,3,Female,Married,0,High School,3,3.2,Afternoon,Permanent,CC045,Compliant,Basic,emp_22314@company.com,2.33,True,EMP_00782,,
EMP_22315,Engenheiro de Dados,TI,Curitiba,5238.61,2021-04-27,2021-09-22,False,2,3,20,-82,2,5,Female,Married,0,High School,1,9.13,Night,Permanent,CC017,Compliant,Basic,emp_22315@company.com,4.18,True,EMP_00788,,
EMP_22316,Estagiário,Vendas,São Paulo,5855.19,2019-06-27,,True,1,4,12,-50,36,7,Male,Divorced,0,Bachelors,4,17.64,Morning,Permanent,CC034,Compliant,Basic,emp_22316@company.com,6.01,True,EMP_00495,,
EMP_22317,Estagiário,Financeiro,Curitiba,8012.76,2018-11-07,,True,3,3,11,-44,80,4,Male,Married,3,Bachelors,2,7.65,Afternoon,Permanent,CC007,Compliant,Basic,emp_22317@company.com,6.65,True,EMP_00098,2022-10-13,2024-05-13
EMP_22318,Analista Financeiro,Operações,Fortaleza,7381.56,2020-06-08,,True,0,5,16,-90,79,5,Other,Married,2,Bachelors,4,7.63,Morning,Permanent,CC027,Compliant,Basic,emp_22318@company.com,5.06,True,EMP_00837,,
EMP_22319,Consultor de BI,Operações,Curitiba,6102.78,2019-01-15,,True,2,6,17,-92,27,3,Female,Single,1,Masters,1,2.07,Morning,Permanent,CC045,Compliant,Standard,emp_22319@company.com,6.46,True,EMP_00620,2021-07-03,2024-04-29
EMP_22320,Estagiário,Marketing,Curitiba,5478.7,2023-11-26,,True,1,4,16,90,20,3,Male,Widowed,3,Bachelors,4,0.95,Morning,Contractor,CC036,Compliant,Premium,emp_22320@company.com,1.59,True,EMP_00060,,2024-02-04
EMP_22321,Auxiliar Administrativo,Financeiro,Salvador,2453.29,2023-12-23,,True,3,3,21,-77,61,4,Male,Married,0,Bachelors,5,18.63,Afternoon,Temporary,CC014,Compliant,Standard,emp_22321@company.com,1.52,True,EMP_00250,2025-02-12,2023-12-18
EMP_22322,Engenheiro de Dados,Recursos Humanos,Rio de Janeiro,8584.0,2014-10-08,,True,0,3,14,198,92,4,Female,Single,1,PhD,5,12.0,Afternoon,Permanent,CC023,Compliant,Premium,emp_22322@company.com,10.73,True,EMP_00943,2015-11-22,
EMP_22323,Auxiliar Administrativo,Recursos Humanos,Fortaleza,5105.81,2019-05-02,,True,6,2,14,5,75,6,Male,Single,0,PhD,5,13.19,Morning,Permanent,CC006,Compliant,Basic,emp_22323@company.com,6.17,True,EMP_00556,,
EMP_22324,Auxiliar Administrativo,Operações,Fortaleza,9109.68,2014-06-12,,True,1,3,15,46,59,6,Female,Married,0,Bachelors,1,6.98,Morning,Permanent,CC041,Compliant,Basic,emp_22324@company.com,11.06,True,EMP_00124,,
EMP_22325,Estagiário,Jurídico,São Paulo,6392.22,2023-04-11,2025-03-17,False,2,2,13,-48,84,5,Female,Single,4,High School,4,15.23,Morning,Temporary,CC038,Compliant,Basic,emp_22325@company.com,2.22,True,EMP_00594,2025-02-04,2024-01-23
EMP_22326,Estagiário,Operações,Curitiba,10050.57,2014-01-20,2023-04-24,False,0,3,19,-40,91,2,Female,Divorced,0,Bachelors,4,17.31,Morning,Permanent,CC033,Compliant,Basic,emp_22326@company.com,11.45,True,EMP_00567,,2024-11-07
EMP_22327,Gerente de RH,Recursos Humanos,Belo Horizonte,7212.64,2019-06-28,,True,3,2,16,118,74,4,Female,Married,1,Bachelors,3,6.93,Morning,Permanent,CC010,Compliant,Basic,emp_22327@company.com,6.01,True,EMP_00999,2021-06-02,2023-07-04
EMP_22328,Auxiliar Administrativo,Recursos Humanos,Porto Alegre,3135.96,2021-08-12,,True,4,4,15,175,45,4,Male,Married,2,Bachelors,3,12.95,Night,Permanent,CC021,Compliant,Standard,emp_22328@company.com,3.88,True,EMP_00953,,2025-02-04
EMP_22329,Auxiliar Administrativo,Vendas,Fortaleza,4771.17,2024-09-28,,True,1,6,15,-94,53,6,Female,Divorced,0,Bachelors,2,9.15,Afternoon,Permanent,CC005,Compliant,Premium,emp_22329@company.com,0.75,True,EMP_00423,,2023-12-21
EMP_22330,Gerente de RH,TI,Salvador,5661.73,2013-06-26,,True,2,3,12,-20,27,3,Male,Divorced,1,High School,3,9.29,Morning,Permanent,CC007,Non-Compliant,Premium,emp_22330@company.com,12.02,True,EMP_00888,2021-11-19,2024-06-01
EMP_22331,Engenheiro de Dados,Operações,Rio de Janeiro,4252.43,2018-05-27,2019-09-30,False,3,5,14,56,35,2,Male,Widowed,2,High School,5,7.48,Afternoon,Temporary,CC008,Compliant,Basic,emp_22331@company.com,7.1,True,EMP_00388,,2024-10-23
EMP_22332,Consultor de BI,Marketing,Belo Horizonte,5245.88,2014-03-29,2022-07-17,False,0,1,18,-92,12,3,Male,Married,1,Bachelors,4,5.56,Morning,Contractor,CC050,Compliant,Basic,emp_22332@company.com,11.26,True,EMP_00133,2018-04-20,2023-09-25
EMP_22333,Analista Financeiro,Vendas,Porto Alegre,3266.12,2017-10-29,,True,2,4,22,-78,0,2,Male,Widowed,0,Bachelors,2,3.26,Afternoon,Permanent,CC036,Compliant,Basic,emp_22333@company.com,7.67,True,EMP_00311,,
EMP_22334,Gerente de RH,Marketing,Porto Alegre,6011.44,2024-04-14,,True,3,4,17,137,5,7,Female,Divorced,0,High School,4,6.24,Afternoon,Permanent,CC010,Non-Compliant,Standard,emp_22334@company.com,1.21,True,EMP_00439,,2024-03-21
EMP_22335,Consultor de BI,Vendas,Belo Horizonte,6474.82,2016-09-01,,True,2,5,10,-79,60,5,Male,Divorced,3,Bachelors,4,17.66,Afternoon,Permanent,CC035,Compliant,Basic,emp_22335@company.com,8.83,True,EMP_00411,2019-12-08,
EMP_22336,Analista de Dados,Recursos Humanos,Porto Alegre,3991.78,2011-07-09,,True,1,1,16,193,86,3,Female,Widowed,3,Bachelors,4,10.07,Morning,Permanent,CC016,Compliant,Basic,emp_22336@company.com,13.99,True,EMP_00810,2018-06-14,2023-09-16
EMP_22337,Desenvolvedor Python,Vendas,Belo Horizonte,9880.51,2024-06-14,2025-04-25,False,2,2,17,10,22,8,Female,Divorced,0,High School,3,3.99,Morning,Contractor,CC032,Compliant,Premium,emp_22337@company.com,1.04,True,EMP_00008,2025-06-24,
EMP_22338,Analista Financeiro,Marketing,Fortaleza,6127.03,2019-09-17,2023-10-27,False,1,5,19,143,8,2,Female,Divorced,1,Bachelors,4,10.67,Morning,Contractor,CC038,Compliant,Standard,emp_22338@company.com,5.79,True,EMP_00800,,2024-09-04
EMP_22339,Analista Financeiro,Marketing,Fortaleza,4366.52,2019-10-01,,True,3,3,12,82,31,4,Male,Divorced,1,High School,2,19.8,Night,Permanent,CC012,Compliant,Premium,emp_22339@company.com,5.75,True,EMP_00909,,
EMP_22340,Estagiário,Operações,Curitiba,2740.92,2024-02-01,2024-03-05,False,0,2,14,188,81,3,Female,Divorced,2,PhD,1,10.12,Morning,Permanent,CC013,Compliant,Standard,emp_22340@company.com,1.41,True,EMP_00165,,2023-12-19
EMP_22341,Consultor de BI,Jurídico,São Paulo,6119.89,2021-10-21,,True,5,1,20,19,16,7,Female,Widowed,0,High School,1,9.08,Morning,Permanent,CC010,Compliant,Standard,emp_22341@company.com,3.69,True,EMP_00032,,
EMP_22342,Gerente de RH,Recursos Humanos,Salvador,5479.02,2013-01-04,2023-06-16,False,3,3,11,-92,20,9,Male,Single,2,High School,1,9.81,Morning,Temporary,CC031,Compliant,Basic,emp_22342@company.com,12.49,True,EMP_00235,2020-12-11,2025-05-30
EMP_22343,Engenheiro de Dados,Financeiro,São Paulo,7566.08,2019-02-27,,True,0,2,16,-22,48,9,Female,Single,1,High School,5,4.61,Morning,Permanent,CC014,Compliant,Basic,emp_22343@company.com,6.34,True,EMP_00710,,2024-05-24
EMP_22344,Estagiário,Recursos Humanos,Belo Horizonte,5713.26,2011-12-14,,True,1,1,14,9,44,7,Male,Married,1,Masters,3,1.1,Morning,Permanent,CC032,Compliant,Basic,emp_22344@company.com,13.55,True,EMP_00641,,2023-12-26
EMP_22345,Analista Financeiro,Jurídico,Curitiba,3612.56,2012-12-27,,True,3,5,17,90,1,3,Female,Widowed,2,High School,2,10.17,Afternoon,Contractor,CC029,Compliant,Standard,emp_22345@company.com,12.52,True,EMP_00950,2017-06-10,2024-02-07
EMP_22346,Estagiário,Operações,Rio de Janeiro,9341.44,2021-05-27,,True,6,3,9,94,19,1,Male,Married,0,Bachelors,5,11.93,Afternoon,Permanent,CC008,Compliant,Basic,emp_22346@company.com,4.1,True,EMP_00436,,2024-06-27
EMP_22347,Desenvolvedor Python,TI,Rio de Janeiro,6871.25,2023-08-17,,True,1,4,25,-6,2,4,Female,Divorced,0,Masters,2,14.47,Night,Permanent,CC002,Non-Compliant,Basic,emp_22347@company.com,1.87,True,EMP_00599,2024-08-30,2023-09-01
EMP_22348,Auxiliar Administrativo,Recursos Humanos,Salvador,5491.78,2013-01-13,,True,0,1,16,96,53,2,Female,Single,0,Masters,4,11.21,Morning,Permanent,CC029,Compliant,Basic,emp_22348@company.com,12.47,True,EMP_00325,,2025-04-09
EMP_22349,Auxiliar Administrativo,Marketing,Belo Horizonte,6329.28,2016-05-06,,True,6,5,16,135,90,4,Female,Single,2,Masters,5,9.38,Morning,Permanent,CC019,Compliant,Basic,emp_22349@company.com,9.16,True,EMP_00172,,
EMP_22350,Analista Financeiro,TI,Belo Horizonte,6948.08,2013-03-06,,True,2,2,23,154,80,6,Male,Married,1,High School,5,10.05,Morning,Permanent,CC024,Compliant,Premium,emp_22350@company.com,12.33,True,EMP_00242,2016-02-27,
EMP_22351,Estagiário,Financeiro,Fortaleza,3142.29,2012-01-16,,True,3,4,11,132,98,6,Male,Married,0,High School,2,6.81,Morning,Permanent,CC031,Compliant,Standard,emp_22351@company.com,13.46,True,EMP_00955,2013-06-19,2023-08-21
EMP_22352,Desenvolvedor Python,Operações,Belo Horizonte,6315.39,2010-10-27,,True,2,9,14,15,86,4,Male,Widowed,1,Bachelors,1,2.87,Afternoon,Permanent,CC050,Compliant,Basic,emp_22352@company.com,14.68,True,EMP_00791,2016-11-16,2024-06-18
EMP_22353,Engenheiro de Dados,Marketing,Fortaleza,5099.75,2022-09-09,,True,5,3,12,26,37,3,Male,Divorced,1,Bachelors,3,11.35,Morning,Contractor,CC026,Compliant,Standard,emp_22353@company.com,2.81,True,EMP_00428,,2025-04-07
EMP_22354,Consultor de BI,Jurídico,Porto Alegre,7014.6,2024-06-24,,True,1,4,11,-17,88,3,Female,Single,0,Bachelors,4,13.55,Morning,Permanent,CC011,Compliant,Premium,emp_22354@company.com,1.02,True,EMP_00982,2025-06-28,2024-02-07
EMP_22355,Analista de Dados,Financeiro,Salvador,4519.64,2019-12-19,,True,2,3,13,-97,41,2,Female,Married,1,High School,5,17.9,Morning,Permanent,CC001,Compliant,Basic,emp_22355@company.com,5.53,True,EMP_00500,2024-10-29,
EMP_22356,Auxiliar Administrativo,Recursos Humanos,São Paulo,4790.6,2024-12-22,2025-06-28,False,2,2,12,-30,86,4,Female,Married,0,Bachelors,4,1.66,Morning,Permanent,CC031,Compliant,Basic,emp_22356@company.com,0.52,True,EMP_00377,,2023-08-02
EMP_22357,Diretor de Operações,TI,Porto Alegre,9325.74,2018-06-09,,True,2,3,20,108,51,5,Male,Married,1,Bachelors,1,10.73,Morning,Permanent,CC047,Compliant,Premium,emp_22357@company.com,7.06,True,EMP_00120,2023-05-11,
EMP_22358,Analista de Dados,Vendas,Rio de Janeiro,8461.82,2013-12-10,,True,3,2,8,28,37,6,Female,Widowed,2,Bachelors,1,16.64,Afternoon,Permanent,CC031,Compliant,Standard,emp_22358@company.com,11.56,True,EMP_00426,,2023-12-14
EMP_22359,Auxiliar Administrativo,Marketing,Salvador,1500.0,2022-10-22,,True,4,1,19,183,82,5,Female,Divorced,1,Bachelors,2,11.76,Night,Permanent,CC009,Compliant,Basic,emp_22359@company.com,2.69,True,EMP_00924,,
